numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.66%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.66%
3; RAJOELINA Andry Nirina;TGV;115;76.16%
4; RATSIRAKA Iarovana Roland;MTS;1;0.66%
5; RAVALOMANANA Marc;TIM;14;9.27%
6; PARAINA Auguste Richard;TT;1;0.66%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.32%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.66%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.66%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.66%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.66%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;7.95%
