numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.79%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.89%
3; RAJOELINA Andry Nirina;TGV;66;58.93%
4; RATSIRAKA Iarovana Roland;MTS;1;0.89%
5; RAVALOMANANA Marc;TIM;31;27.68%
6; PARAINA Auguste Richard;TT;1;0.89%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.89%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.89%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.89%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;6.25%
