numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.32%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;0.95%
3;RAJOELINA Andry Nirina;TGV;212;66.88%
4;RATSIRAKA Iarovana Roland;MTS;6;1.89%
5;RAVALOMANANA Marc;TIM;26;8.20%
6;PARAINA Auguste Richard;TT;1;0.32%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.32%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.63%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.32%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.32%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;0.63%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;61;19.24%
