numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;3.24%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;130;70.27%
4; RATSIRAKA Iarovana Roland;MTS;2;1.08%
5; RAVALOMANANA Marc;TIM;18;9.73%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.54%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.08%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.54%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;2.16%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;21;11.35%
