numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 2.49% Nuls:20 soit: 7.12%;1;RAZAFINJOELINA Tahina;FTT
6 2.36%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.39%;3;RAJOELINA Andry Nirina;TGV
190 74.80%;4;RATSIRAKA Iarovana Roland;MTS
1 0.39%;5;RAVALOMANANA Marc;TIM
24 9.45%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
5 1.97%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.39%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.79%;11;RADERANIRINA Sendrison Daniela;Fy-M
5 1.97%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
19 7.48%;
