numero;nom;partie;nombre;pourcentage
Blancs: 9 soit: 6% Nuls:0 soit: 0%;1; RAZAFINJOELINA Tahina;FTT
3 2.13%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
96 68.09%;4; RATSIRAKA Iarovana Roland;MTS
1 0.71%;5; RAVALOMANANA Marc;TIM
15 10.64%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.71%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 2.13%;11; RADERANIRINA Sendrison Daniela;Fy-M
3 2.13%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
19 13.48%;
