numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.71%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.71%
3; RAJOELINA Andry Nirina;TGV;103;73.57%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;18;12.86%
6; PARAINA Auguste Richard;TT;1;0.71%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.71%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.71%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.71%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;9.29%
