numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.92%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.92%
3; RAJOELINA Andry Nirina;TGV;167;76.96%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;22;10.14%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.46%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.46%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.84%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;0.92%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.46%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;6.91%
