numero;nom;partie;nombre;pourcentage
Suffrages ;1; RAZAFINJOELINA Tahina;FTT
3 1.33%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.44%;3; RAJOELINA Andry Nirina;TGV
168 74.34%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
23 10.18%;6; PARAINA Auguste Richard;TT
1 0.44%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.88%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.44%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.44%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.88%;11; RADERANIRINA Sendrison Daniela;Fy-M
4 1.77%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
20 8.85%;
