numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.90%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.90%
3; RAJOELINA Andry Nirina;TGV;174;78.73%
4; RATSIRAKA Iarovana Roland;MTS;3;1.36%
5; RAVALOMANANA Marc;TIM;16;7.24%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.90%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.45%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.45%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.45%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;8.60%
