numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;1.19%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;1.58%
3;RAJOELINA Andry Nirina;TGV;200;79.05%
4;RATSIRAKA Iarovana Roland;MTS;2;0.79%
5;RAVALOMANANA Marc;TIM;18;7.11%
6;PARAINA Auguste Richard;TT;1;0.40%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.79%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.40%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.79%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.40%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;7.51%
