numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;9;3.88%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.43%
3;RAJOELINA Andry Nirina;TGV;183;78.88%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;12;5.17%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.86%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.43%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.43%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.86%
11;RADERANIRINA Sendrison Daniela;Fy-M;6;2.59%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;6.47%
