numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;0;0%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;2.35%
3;RAJOELINA Andry Nirina;TGV;37;43.53%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;33;38.82%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;2.35%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.18%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.18%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;4.71%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.18%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;4;4.71%
