numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;2.48%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;6;2.97%
3; RAJOELINA Andry Nirina;TGV;72;35.64%
4; RATSIRAKA Iarovana Roland;MTS;1;0.50%
5; RAVALOMANANA Marc;TIM;65;32.18%
6; PARAINA Auguste Richard;TT;1;0.50%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.99%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;9;4.46%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;3.47%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;34;16.83%
