numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 3.65% Nuls:4 soit: 2.92%;1; RAZAFINJOELINA Tahina;FTT
3 2.34%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.78%;3; RAJOELINA Andry Nirina;TGV
95 74.22%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
12 9.38%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
5 3.91%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.56%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
10 7.81%;
