numero;nom;partie;nombre;pourcentage
Suffrages ;1; RAZAFINJOELINA Tahina;FTT
3 1.68%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
2 1.12%;3; RAJOELINA Andry Nirina;TGV
112 62.57%;4; RATSIRAKA Iarovana Roland;MTS
2 1.12%;5; RAVALOMANANA Marc;TIM
23 12.85%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.68%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.56%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.56%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
6 3.35%;11; RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
26 14.53%;
