numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;1.59%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.40%
3;RAJOELINA Andry Nirina;TGV;187;74.50%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;23;9.16%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.80%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.59%
11;RADERANIRINA Sendrison Daniela;Fy-M;9;3.59%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.40%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;20;7.97%
