numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.79%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.79%
3; RAJOELINA Andry Nirina;TGV;17;15.18%
4; RATSIRAKA Iarovana Roland;MTS;4;3.57%
5; RAVALOMANANA Marc;TIM;65;58.04%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.89%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;2.68%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.89%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.79%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;13.39%
