numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.76%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.27%
3;RAJOELINA Andry Nirina;TGV;11;8.33%
4;RATSIRAKA Iarovana Roland;MTS;3;2.27%
5;RAVALOMANANA Marc;TIM;56;42.42%
6;PARAINA Auguste Richard;TT;1;0.76%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.76%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.52%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.52%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;3.03%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;48;36.36%
