numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.38%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;80;47.62%
4; RATSIRAKA Iarovana Roland;MTS;2;1.19%
5; RAVALOMANANA Marc;TIM;47;27.98%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.19%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.19%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.60%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.79%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.19%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;1.19%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;23;13.69%
