numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.40%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;6;2.43%
3;RAJOELINA Andry Nirina;TGV;156;63.16%
4;RATSIRAKA Iarovana Roland;MTS;1;0.40%
5;RAVALOMANANA Marc;TIM;62;25.10%
6;PARAINA Auguste Richard;TT;1;0.40%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.40%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.40%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.40%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.62%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.81%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;4.45%
