numero;nom;partie;nombre;pourcentage
Suffrages ;1;RAZAFINJOELINA Tahina;FTT
2 0.51%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
327 83.63%;4;RATSIRAKA Iarovana Roland;MTS
1 0.26%;5;RAVALOMANANA Marc;TIM
26 6.65%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 0.77%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.26%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
6 1.53%;11;RADERANIRINA Sendrison Daniela;Fy-M
8 2.05%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
17 4.35%;
