numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;8;4.06%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;143;72.59%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;16;8.12%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.02%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.51%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.51%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;3.55%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;1.52%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;8.12%
