numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.78%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.55%
3; RAJOELINA Andry Nirina;TGV;69;53.49%
4; RATSIRAKA Iarovana Roland;MTS;1;0.78%
5; RAVALOMANANA Marc;TIM;26;20.16%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.55%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.78%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.55%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.78%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;1.55%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;22;17.05%
