numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;2.14%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.60%
3;RAJOELINA Andry Nirina;TGV;113;60.43%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;32;17.11%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.53%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.07%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;3.21%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;2.14%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.53%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;21;11.23%
