numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.91%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.82%
3;RAJOELINA Andry Nirina;TGV;7;6.36%
4;RATSIRAKA Iarovana Roland;MTS;5;4.55%
5;RAVALOMANANA Marc;TIM;75;68.18%
6;PARAINA Auguste Richard;TT;1;0.91%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;3.64%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.82%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.82%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;10%
