numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 6.42% Nuls:2 soit: 1.83%;1;RAZAFINJOELINA Tahina;FTT
1 1%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
21 21%;3;RAJOELINA Andry Nirina;TGV
42 42%;4;RATSIRAKA Iarovana Roland;MTS
1 1%;5;RAVALOMANANA Marc;TIM
23 23%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 2%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
2 2%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 4%;11;RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 1%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
3 3%;
