numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.70%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.40%
3; RAJOELINA Andry Nirina;TGV;112;78.32%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;16;11.19%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.70%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.70%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.70%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;2.10%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;6;4.20%
