numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.69%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;62;52.54%
4;RATSIRAKA Iarovana Roland;MTS;4;3.39%
5;RAVALOMANANA Marc;TIM;29;24.58%
6;PARAINA Auguste Richard;TT;1;0.85%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.85%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.69%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.85%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.85%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.85%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;11.86%
