numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 1.77% Nuls:3 soit: 1.06%;1;RAZAFINJOELINA Tahina;FTT
3 1.09%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 1.09%;3;RAJOELINA Andry Nirina;TGV
233 85.04%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
11 4.01%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.73%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.73%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 0.73%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.36%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
17 6.20%;
