numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 3.65% Nuls:6 soit: 3.13%;1; RAZAFINJOELINA Tahina;FTT
3 1.68%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
116 64.80%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
25 13.97%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.56%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.56%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 1.12%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
6 3.35%;11; RADERANIRINA Sendrison Daniela;Fy-M
4 2.23%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
21 11.73%;
