numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;3.05%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;7;3.55%
3; RAJOELINA Andry Nirina;TGV;123;62.44%
4; RATSIRAKA Iarovana Roland;MTS;2;1.02%
5; RAVALOMANANA Marc;TIM;16;8.12%
6; PARAINA Auguste Richard;TT;2;1.02%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.51%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.02%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.51%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;37;18.78%
