numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;1.36%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;8;2.71%
3;RAJOELINA Andry Nirina;TGV;84;28.47%
4;RATSIRAKA Iarovana Roland;MTS;6;2.03%
5;RAVALOMANANA Marc;TIM;105;35.59%
6;PARAINA Auguste Richard;TT;3;1.02%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.34%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.34%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.34%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;1.69%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.34%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.68%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;74;25.08%
