numero;nom;partie;nombre;pourcentage
Blancs: 11 soit: 3.29% Nuls:19 soit: 5.69%;1; RAZAFINJOELINA Tahina;FTT
1 0.33%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.33%;3; RAJOELINA Andry Nirina;TGV
239 78.62%;4; RATSIRAKA Iarovana Roland;MTS
1 0.33%;5; RAVALOMANANA Marc;TIM
26 8.55%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.33%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.33%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.33%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.33%;11; RADERANIRINA Sendrison Daniela;Fy-M
5 1.64%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
27 8.88%;
