numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.47%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.21%
3;RAJOELINA Andry Nirina;TGV;73;53.68%
4;RATSIRAKA Iarovana Roland;MTS;1;0.74%
5;RAVALOMANANA Marc;TIM;29;21.32%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;6;4.41%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;2.21%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;4.41%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.74%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;8.82%
