numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;2.72%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.63%
3;RAJOELINA Andry Nirina;TGV;46;25%
4;RATSIRAKA Iarovana Roland;MTS;5;2.72%
5;RAVALOMANANA Marc;TIM;93;50.54%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.09%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.63%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.09%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;3.26%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.54%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;9.78%
