numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 1.40% Nuls:3 soit: 1.40%;1;RAZAFINJOELINA Tahina;FTT
1 0.48%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
164 78.85%;4;RATSIRAKA Iarovana Roland;MTS
1 0.48%;5;RAVALOMANANA Marc;TIM
16 7.69%;6;PARAINA Auguste Richard;TT
1 0.48%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.96%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.48%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.44%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 1.44%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
16 7.69%;
