numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.12%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.12%
3;RAJOELINA Andry Nirina;TGV;55;61.80%
4;RATSIRAKA Iarovana Roland;MTS;1;1.12%
5;RAVALOMANANA Marc;TIM;23;25.84%
6;PARAINA Auguste Richard;TT;1;1.12%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;3.37%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.12%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;3;3.37%
