numero;nom;partie;nombre;pourcentage
Blancs: 8 soit: 2.95% Nuls:8 soit: 2.95%;1; RAZAFINJOELINA Tahina;FTT
1 0.39%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.39%;3; RAJOELINA Andry Nirina;TGV
207 81.18%;4; RATSIRAKA Iarovana Roland;MTS
1 0.39%;5; RAVALOMANANA Marc;TIM
18 7.06%;6; PARAINA Auguste Richard;TT
1 0.39%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.39%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.39%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
3 1.18%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.18%;11; RADERANIRINA Sendrison Daniela;Fy-M
1 0.39%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.39%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
16 6.27%;
