numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;1.41%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.41%
3; RAJOELINA Andry Nirina;TGV;40;56.34%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;22;30.99%
6; PARAINA Auguste Richard;TT;1;1.41%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.41%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;1.41%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;2.82%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;2;2.82%
