numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;1.86%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.37%
3; RAJOELINA Andry Nirina;TGV;192;71.38%
4; RATSIRAKA Iarovana Roland;MTS;3;1.12%
5; RAVALOMANANA Marc;TIM;32;11.90%
6; PARAINA Auguste Richard;TT;3;1.12%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.37%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.37%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;1.86%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;26;9.67%
