numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 1.68% Nuls:4 soit: 2.23%;1;RAZAFINJOELINA Tahina;FTT
3 1.74%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
128 74.42%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
16 9.30%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.58%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.58%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.58%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.58%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.58%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
20 11.63%;
