numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;8;2.55%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;245;78.03%
4; RATSIRAKA Iarovana Roland;MTS;1;0.32%
5; RAVALOMANANA Marc;TIM;27;8.60%
6; PARAINA Auguste Richard;TT;1;0.32%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.64%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;0.96%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.64%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;0.96%
11; RADERANIRINA Sendrison Daniela;Fy-M;6;1.91%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;5.10%
