numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.47%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.47%
3; RAJOELINA Andry Nirina;TGV;295;68.76%
4; RATSIRAKA Iarovana Roland;MTS;4;0.93%
5; RAVALOMANANA Marc;TIM;36;8.39%
6; PARAINA Auguste Richard;TT;2;0.47%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;22;5.13%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;0.70%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;11;2.56%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;18;4.20%
11; RADERANIRINA Sendrison Daniela;Fy-M;5;1.17%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;3;0.70%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;26;6.06%
