numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.47%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.21%
3;RAJOELINA Andry Nirina;TGV;59;43.38%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;48;35.29%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.47%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.47%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.47%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;2.21%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.74%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;10.29%
