numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.60%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.80%
3;RAJOELINA Andry Nirina;TGV;41;32.80%
4;RATSIRAKA Iarovana Roland;MTS;3;2.40%
5;RAVALOMANANA Marc;TIM;60;48%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.80%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.60%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.80%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;11.20%
