numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.69%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;110;75.86%
4; RATSIRAKA Iarovana Roland;MTS;1;0.69%
5; RAVALOMANANA Marc;TIM;15;10.34%
6; PARAINA Auguste Richard;TT;1;0.69%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.38%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.69%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.69%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.38%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;7.59%
