numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 2.55% Nuls:5 soit: 1.82%;1; RAZAFINJOELINA Tahina;FTT
4 1.52%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.38%;3; RAJOELINA Andry Nirina;TGV
200 76.05%;4; RATSIRAKA Iarovana Roland;MTS
2 0.76%;5; RAVALOMANANA Marc;TIM
15 5.70%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.38%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
5 1.90%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 0.76%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
33 12.55%;
