numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.29%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.71%
3; RAJOELINA Andry Nirina;TGV;35;20%
4; RATSIRAKA Iarovana Roland;MTS;4;2.29%
5; RAVALOMANANA Marc;TIM;76;43.43%
6; PARAINA Auguste Richard;TT;1;0.57%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.71%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;2.29%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;12;6.86%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.57%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;1.14%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;30;17.14%
