numero;nom;partie;nombre;pourcentage
Suffrages ;1;RAZAFINJOELINA Tahina;FTT
3 1.35%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.45%;3;RAJOELINA Andry Nirina;TGV
161 72.52%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
12 5.41%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.90%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 0.90%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.90%;11;RADERANIRINA Sendrison Daniela;Fy-M
7 3.15%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
32 14.41%;
