numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;2.21%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.10%
3; RAJOELINA Andry Nirina;TGV;183;67.28%
4; RATSIRAKA Iarovana Roland;MTS;1;0.37%
5; RAVALOMANANA Marc;TIM;35;12.87%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;1.84%
11; RADERANIRINA Sendrison Daniela;Fy-M;6;2.21%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;33;12.13%
