numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;2.60%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.30%
3;RAJOELINA Andry Nirina;TGV;32;41.56%
4;RATSIRAKA Iarovana Roland;MTS;1;1.30%
5;RAVALOMANANA Marc;TIM;28;36.36%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.60%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.30%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.30%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;11.69%
