numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.02%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;150;75.76%
4; RATSIRAKA Iarovana Roland;MTS;1;0.51%
5; RAVALOMANANA Marc;TIM;17;8.59%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.01%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.51%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.51%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.51%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.52%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;9.09%
