numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;3.13%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.34%
3;RAJOELINA Andry Nirina;TGV;164;73.21%
4;RATSIRAKA Iarovana Roland;MTS;1;0.45%
5;RAVALOMANANA Marc;TIM;17;7.59%
6;PARAINA Auguste Richard;TT;1;0.45%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.45%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.45%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.89%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.79%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.45%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;22;9.82%
