numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.23%
3; RAJOELINA Andry Nirina;TGV;212;87.24%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;8;3.29%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.41%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.41%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.41%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.23%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;5.76%
