numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;1.99%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.28%
3;RAJOELINA Andry Nirina;TGV;292;82.95%
4;RATSIRAKA Iarovana Roland;MTS;1;0.28%
5;RAVALOMANANA Marc;TIM;23;6.53%
6;PARAINA Auguste Richard;TT;1;0.28%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;0.85%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.28%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.57%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.14%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;17;4.83%
