numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 1.29% Nuls:11 soit: 4.72%;1; RAZAFINJOELINA Tahina;FTT
4 1.83%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.46%;3; RAJOELINA Andry Nirina;TGV
177 80.82%;4; RATSIRAKA Iarovana Roland;MTS
2 0.91%;5; RAVALOMANANA Marc;TIM
18 8.22%;6; PARAINA Auguste Richard;TT
1 0.46%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.46%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.37%;11; RADERANIRINA Sendrison Daniela;Fy-M
3 1.37%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
9 4.11%;
