numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.63%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.63%
3; RAJOELINA Andry Nirina;TGV;234;73.82%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;36;11.36%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;8;2.52%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.32%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;0.95%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;5;1.58%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.63%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;24;7.57%
