numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;1.69%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.69%
3; RAJOELINA Andry Nirina;TGV;17;28.81%
4; RATSIRAKA Iarovana Roland;MTS;2;3.39%
5; RAVALOMANANA Marc;TIM;22;37.29%
6; PARAINA Auguste Richard;TT;1;1.69%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.69%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;3.39%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;1.69%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.69%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;16.95%
