numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.65%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;7;2.29%
3; RAJOELINA Andry Nirina;TGV;103;33.66%
4; RATSIRAKA Iarovana Roland;MTS;5;1.63%
5; RAVALOMANANA Marc;TIM;123;40.20%
6; PARAINA Auguste Richard;TT;1;0.33%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.65%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;1.31%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;12;3.92%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;17;5.56%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;0.98%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.33%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;26;8.50%
