numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.85%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.78%
3;RAJOELINA Andry Nirina;TGV;13;12.04%
4;RATSIRAKA Iarovana Roland;MTS;4;3.70%
5;RAVALOMANANA Marc;TIM;67;62.04%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.85%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.93%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;5.56%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;9.26%
