numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;4.19%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.40%
3;RAJOELINA Andry Nirina;TGV;40;23.95%
4;RATSIRAKA Iarovana Roland;MTS;2;1.20%
5;RAVALOMANANA Marc;TIM;75;44.91%
6;PARAINA Auguste Richard;TT;2;1.20%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.80%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;6;3.59%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;9;5.39%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.60%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;10.78%
