numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.45%
3; RAJOELINA Andry Nirina;TGV;147;66.82%
4; RATSIRAKA Iarovana Roland;MTS;2;0.91%
5; RAVALOMANANA Marc;TIM;23;10.45%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;1.82%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.91%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;2.73%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.36%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.45%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;31;14.09%
