numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 3.27% Nuls:6 soit: 3.92%;1;RAZAFINJOELINA Tahina;FTT
2 1.41%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
86 60.56%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
25 17.61%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.70%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.70%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.70%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 2.11%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
23 16.20%;
